"연출이 스토리의 맥을 마구 끊어놓는다 평점알바는 진짜있다 
			
			
			
				
				
				
				",1
"사실 아직 안봤다. 그냥 점수가 마일리지를 원했다. 
			
			
			
				
				
				
				",1
"1점도 높은거 알지?  ㅌㅌㅌ 
			
			
			
				
				
				
				",1
"2015년 중국진출용 질질끌기 르와르 액숀이냐 ㅋㅋ 아 내 시간 아까워.. 진심 이건 아니다.. 
			
			
			
				
				
				
				",1
"분명 상업영화인데 재미가... 
			
			
			
				
				
				
				",1
"이젠 지칠때로 지친 시나리오. 범죄와의 전쟁이나 이거나 별다른게 없다. 멋있는 액션도 스릴있는 전개도 영화적 요소가 낫다. 다만 연기력 좋은  배우들만 보일뿐이다. 남는게 없는 영화다. 
			
			
			
				
				
				
				",1
"그만 만들자 이런거 언제까지 할레 
			
			
			
				
				
				
				",1
"후 ..그저 할말이 없네요 
			
			
			
				
				
				
				",1
"도대체 비열한거리와 차이가 뭐지? 자기욕망때문에 망가져가는 주인공, 거기에 배신때리는 조직원... 영화 비열한거리에 얼토당토 않게 땅이 끼어들어서 쌈박질만.... 
			
			
			
				
				
				
				",1
"완전 알바들만있고만... 이런 배우들데리고 쓰레기영화만듬.ㅋ진짜 이렇게 초점없는영화 처음봄. 전혀기대하지말고 시간때우기용입니다.. 
			
			
			
				
				
				
				",1
"매우 기대 이하 입니다. 
			
			
			
				
				
				
				",1
"기대하고 봤는데 보다 잤어요 .. 
			
			
			
				
				
				
				",1
"니들진짜 너무한거아니냐 
			
			
			
				
				
				
				",1
"정말 진실로 평점 10점 만점 주는게 맞다고 보냐? 영화평은... 굳이 찾아보지 않아도 된다.. 재미 없다...그리고 평점 알바들.. 양심은 가지고 평점 메겨.. 쓰렉들.. 
			
			
			
				
				
				
				",1
"졸작... 잘만든 대학 졸업작품작 수준... 그리고 이민호 연기.... 
			
			
			
				
				
				
				",1
"평점댓글 알바쓰는듯 티가 나네 
			
			
			
				
				
				
				",1
"삼류건달얘기 그만햇으면 좋겟다 지겹지도 않나 
			
			
			
				
				
				
				",1
"유하감독 아직도 조폭영화 찍냐 
			
			
			
				
				
				
				",1
"무슨 교훈이 있지 여기에.. 그냥 지금 기득권 정치세력들은 OOO란 소리 아닌가? 너무 정치적으로 편파된 영화일 뿐이다 
			
			
			
				
				
				
				",1
"영화로 보면 상당히 별로다. 노골적이고 단순하게 쉽게쉽게 넘김. 느와르 워너비그래도 김래원은 돋보임 
			
			
			
				
				
				
				",1
"알바 쓰냐?  칭찬일색이네.  요즘본것중 최악.  재미도없고 감동도 없고 스토리 엉성하고 주제가 뮌지도 모르겠다.  강남을 매개체로 할 이유도 없던거아닌가.  수준낮은 조폭영화.  걍 여기저기 조폭영화 붙여만든 그런느낌 
			
			
			
				
				
				
				",1
"긴줄거리를 짧게하려니 어설펏다 
			
			
			
				
				
				
				",1
"양아치를 영웅화. 지겹지도 않냐? 그냥 쓰레기 3류 무비 
			
			
			
				
				
				
				",1
"같은식의 진행이 계속 반복된다. 그러니 긴장감도 사라지고 나중에 이야기가 뻔히 다 보인다. 그러니 지루해지고... 
			
			
			
				
				
				
				",1
"시간이 남아돌아 어떻게 흘러보내든 가치가 있다고 생각된다면 이 영화를 봐도 된다 
			
			
			
				
				
				
				",1
"1점. 아니 빵점짜리 영화. 영화를 보면서 이렇게 불쾌한 기분이 들기는 또 처음이다. 뭐가 이렇게 허술하냐 모든 면에서... 
			
			
			
				
				
				
				",1
"무간도=공공의적>신세계>>비열한거리>>야인시대>>해바라기=말죽거리잔혹사>>강남 
			
			
			
				
				
				
				",1
"최악영화 개실망.  재미없음 
			
			
			
				
				
				
				",1
"시대에 뒤쳐지는 느낌. 어설픈대사. 어색한 개연성. 뻔한 액션 
			
			
			
				
				
				
				",1
"감독이 대부를 좋아하시는 듯.  재미도없고 보기에 불편하다 
			
			
			
				
				
				
				",1
"절대 보지 마세요.. 시간 아까워서 디져요.. 두 마리의 토끼를 다 잡으려다가.. 본인이 토끼를 잡으려고한건지 늑대인지 여우인지 조차 잊어버린.. 참 속터지는 영화... 
			
			
			
				
				
				
				",1
"졸작 대체 시대가 70년대냐 80년 중반이냐 식사신 국그릇 크기.재질 하나 신경 못쓰고 여관 티브이하며 디테일떨어지면 리얼리티도 안사는거임 배신만하다끝나는 세트는 70년대로 지어노코 소품 배우들은 2000년 수준 땡볕에 비오는액션신  찍느라수고하셨후다 
			
			
			
				
				
				
				",1
"이게 뭔냐 싸움은 무슨 300씬찍냐. 아오 
			
			
			
				
				
				
				",1
"첫장면 둘이 거지옷입고 있을때 꽁트같은느낌났다.어설퍼.. 
			
			
			
				
				
				
				",1
"평탄한 전개..아쉬움..이민호는 멋있었다 
			
			
			
				
				
				
				",1
"정말재밌어요 꼭 보세요 추천! 
			
			
			
				
				
				
				",1
"이딴 영화에 십점주는 인간들은 뭐냐..알바냐? 
			
			
			
				
				
				
				",1
"과거 강남땅 그것제외하면 늘 많이보던 스토리 칼부림 
			
			
			
				
				
				
				",1
"해바라기의 김래원이 왜 이딴 영화 찍었는지 진심 열불난다. 
			
			
			
				
				
				
				",1
"이건 언어도 아니고 개연성 빵점! 
			
			
			
				
				
				
				",1
"영화냐 뭐냐 연기냐 뭐냐 어휴.... 답답다 답다배...왜 평점 0이 없는거냐 
			
			
			
				
				
				
				",1
"정말 맛있는 음식재료를 사용하긴 했으나 정작 만들어진 음식은 엉터리인, 정말 음식재료가 아깝다고 느껴진다. 시도 때도 없이 나오는 섹스신과 폭력신은 감정이입이나 공감보다는 눈살만 찌푸리고 영화는 재미있어라고 보는건데 무슨 보고나니 허무하고 짜증만 남네 
			
			
			
				
				
				
				",1
"아..별루에요. 최근 본 영화 중 최고 별로. 댓글 달기 처음이에요ㅠㅠ 배우의 연기력이 아까워요 ㅠ 
			
			
			
				
				
				
				",1
"진짜 거져 영화 만드는구나 
			
			
			
				
				
				
				",1
"알바들 난리났네 ㅉㅉㅉ 
			
			
			
				
				
				
				",1
"알바들 애쓴다.. 정체가 없는영화 김래원,이민호때문에 2점준다. 
			
			
			
				
				
				
				",1
"70년대 명보극장에서 개봉할 수준의 영화를 2015년에 개봉하다니.. 이건 엄연히 소비자에대한 배때기 쳐불은 충무로의 우롱에 가깝다. 
			
			
			
				
				
				
				",1
"무슨 이야기를 하고 싶은 건지 도통 모르겠다. 
			
			
			
				
				
				
				",1
"영화 신세계 정도의 수준을 기대하고 봤지만...내용도 별 거 없고 야하고 잔인하기만 함...과연 이민호 김래원이 나오지 않았어도 흥행했을까? 시간의 소중함을 알게 해주는 영화 
			
			
			
				
				
				
				",1
"긴말 안겠다 평점 등록할려고 보니 이영화을 좋아하는 평균치가 40대 아줌마들이라고 나오네 티나게 할래 알밥들 
			
			
			
				
				
				
				",1
"감독 배우 다 좋아하는데, 기대가 커서 그런지 좀 별로네요. 런닝타임을 좀 줄였다면 좋았을 듯. 이민호의 연기 변신이 있었다면 하는 아쉬움이.. 전체적으로 7점 초반이 맞는 것 같아서 1점 줍니다. 
			
			
			
				
				
				
				",1
"머 이리 재미 없냐. 내용도 두서가 없고 연기도 별로고 
			
			
			
				
				
				
				",1
"알밥들  엄청 풀었네  무슨  이;민호 연기가  쩔어???     스토리도 엉망에   전개도  엉망  섹스에  쌈박질  끝...  더  없다 
			
			
			
				
				
				
				",1
"한국영화는 아직 한참 멀었다. 1점 주려다 살빼느라 고생한 김래원 때매 1점 더 추가 
			
			
			
				
				
				
				",1
"유하 이 인간 영화는 떡 아니면 쌈질이네. 김기덕 영화는 떡 아니면 엽기던데. 이런 영화 만들거면 그 돈으로 불우이웃 돕기 하면 어떻겠냐? 그게 사회적으로도 인간적으로도 유익하지 않겠나. 
			
			
			
				
				
				
				",1
"모솔 아단데 이런 불필요한 베드신은 자제 좀.. 
			
			
			
				
				
				
				",1
"0개 없나? 한개도 아까운데? 딱 수준알겠네 
			
			
			
				
				
				
				",1
"1점 드리고 갑니다. 시간 낭비 했습니다. 
			
			
			
				
				
				
				",1
"아니 이 연기잘하는 배우들 데리고 뭐하는거야? 특히 김래원을 데리고 이렇게 밖에 활용을 못하다니  새내기 초짜감독도 아니고 .. 끼워팔기 설현은 어설프기 그지 없고 bgm부터 진짜 촌빨 훌훌 날리는 영화.. 단 끝의 현실비판적 앤딩은 마음에 든다. 
			
			
			
				
				
				
				",1
"소재도 괜찮고 배우 연기도 괜찮은데 감독 연출력이 진짜 망친 케이스... 졸작 졸작 졸작 
			
			
			
				
				
				
				",1
"조폭.깡패영화 정말싫다배우들 연기는잘하더라 
			
			
			
				
				
				
				",1
"갱스 오브 강남이 되고 싶었던 유하의 과욕 
			
			
			
				
				
				
				",1
"쓰래기영화네... 평정1점도 아깝다 
			
			
			
				
				
				
				",1
"포스터만 봐도 아 이건 망하겠구나 싶었던 영화였음. 사실 이민호나와서 200만이지 이민호 아니면 150만도 힘든영화임.. 중국에팔아먹어서 손익분기점은넘겼다고 함 
			
			
			
				
				
				
				",1
"영화가 딱 70년대수준 
			
			
			
				
				
				
				",1
"이민호가 등장해서 첫칼들고 사람쑤시는데 꺼리낌없는거부터가 비현실적이라 어이가 없었다 
			
			
			
				
				
				
				",1
"솔직히 재밋진않다. 시나리오에 많은 신경을 쓴듯하지만 먼가 부족한느낌 몰입할만한 먼가가 아주 부족했음 
			
			
			
				
				
				
				",1
"이건 뭐 영화가 내용도 없고 두서도 없고 앞뒤도 없고 스토리도 없고 배우들이 아깝다. 이딴 쓰레기 영화 왜 만드냐 거기다 벗기는 여자들은 하나 같이 다 성형한 애들 만 쓰냐 성괴가 감독 취양 인가 감독아 관객이 호구냐 가슴성형한것도 못알아 볼거 같냐 
			
			
			
				
				
				
				",1
"폭력.폭력.폭력. 그 외엔 아무것도 없는 영화.돈.섹스.권력.야망. 선정적이고 더러운것만 얄팍하게 엮어 어떻게든 가오 잡아보려했으나 구린내만 나는 영화. 이 영화가 뭘 말하고 싶은건지 도대체 알 수 없다. 더러움? 쓰레기같음? 살해하는 방법? 
			
			
			
				
				
				
				",1
"연출력이 진짜 경악할 수준이다. 와 욕나오네. 
			
			
			
				
				
				
				",1
"때리고 죽이고 섹스 때리고 죽이고 협박 때리고 죽이고 죽음영화가 이유없이 길고 좀 지루했어요; 
			
			
			
				
				
				
				",1
"와 이민호 연기 더럽게 못하네요..ㅜ김래원이 살려놓으면 이민호가 흐름 다 끊어버리네 
			
			
			
				
				
				
				",1
"비열한 거리에서 그만 두었어야 했다. 
			
			
			
				
				
				
				",1
"낚여서 봤는데 정말 지루한 ㅠㅠ 라스트신 또한 어이없고 연기력이 중견배우격인 김래원의 비중도 참 기분나쁘게 만드는 영화임. 또한 스토리도 몰 말하는건지 모르겠음.어이없게 만드는 스토리임 
			
			
			
				
				
				
				",1
"이건뭐이민호의영화로만드노 
			
			
			
				
				
				
				",1
"별로예요 이민호가 잘생겼네요 
			
			
			
				
				
				
				",1
"전별루였어요!내용이 영~아닌거같은데 
			
			
			
				
				
				
				",1
"평점이 왜이렇게 좋은지 모르겠네. 배우들의 연기는 좋았지만 영화자체는 기대이하. 기억나는건 베드신뿐.. 솔직히 영화보고 많이 실망했음.. 
			
			
			
				
				
				
				",1
"갑자기일이생겨취소도못하고못봄..너무 짱남;; 
			
			
			
				
				
				
				",1
"이딴영화만들바에 불우이웃돕기나해라 진짜 뭔 의미도 없고 내용도없고 
			
			
			
				
				
				
				",1
"전형적인 킬링타임용 영화 
			
			
			
				
				
				
				",1
"지루...별내용도없고 그냥 죽고 죽이고 죽는...딱히 기억나는 내용이 없는... 
			
			
			
				
				
				
				",1
"강남1970 영화는 이민호 때문에 집중을 전혀 할수 없었던 영화.... 
			
			
			
				
				
				
				",1
"재미없어요지겨웠어요 
			
			
			
				
				
				
				",1
"그냥그랫던영화ㅎ돈아까워요 
			
			
			
				
				
				
				",1
"핵노잼 입니다 어휴 ㅎㅎ 
			
			
			
				
				
				
				",1
"폭력적이고 불필요할만큼 선정적.. 
			
			
			
				
				
				
				",1
"재미 없고 폭력적인 영화 
			
			
			
				
				
				
				",1
"유하감독님 진짜 죄송한데요 이제 좀 새로워지셔야 하지 않나요? 늘 스토리가 똑같아집니다! 말죽거리 잔혹사 시절이 그리워지네요! 이민호하고 프레디 아키라의 '아낙'만 생각나네요! 
			
			
			
				
				
				
				",1
"벌로  재미없었어요ㅋㅋ 
			
			
			
				
				
				
				",1
"영화 몇편 성공했다고 우쭐대는 감독과 그림 좋은 배우들이 대기업 배급사의 금융투자 포트폴리오에 의해 구성된 졸작!!!유명 감독+유명 배우+대기업 배급=그러면 다 되는건줄 알았지???꽝이야꽝!!!잡탕밥ㅠㅠ 
			
			
			
				
				
				
				",1
"많이헷갈리뮤ㅜㅠㅠ내가바보인가 
			
			
			
				
				
				
				",1
"배드신 퀄리티 하나는 죽였던 것 같음ㅋㅋ 
			
			
			
				
				
				
				",1
"정신없고 재미도없고 그냥 1점 도 아깝다 
			
			
			
				
				
				
				",1
"생각보다 너무  지루했던 영화 
			
			
			
				
				
				
				",1
"그다지...뭘 얘기하고싶은지... 
			
			
			
				
				
				
				",1
"별로예요.. 이미노잘생김 
			
			
			
				
				
				
				",1
"전부 알바군이딴거 본 시간과 돈이 너무 아깝다근 5년간 최악의영화 
			
			
			
				
				
				
				",1
"그냥 전체적으로 별로였던 영화 
			
			
			
				
				
				
				",1
"최악까지는 아니지만 시간아깝고 돈이 아까운 영화.. 어휴 장시간 관람하느라 정말 힘들었다 
			
			
			
				
				
				
				",1
"아니....저 리뷰들은 알바가아니고 진짜 관객들이썻다면 영화볼줄모르는 붕어들인가? 1점도 아까운 영화다. 
			
			
			
				
				
				
				",1
"그냥 깡패 이야기. 마시고 죽이고 떡치고..그 이상도 이하도 아니고..돈 아꿈. 
			
			
			
				
				
				
				",1
"그닥 기대하고본건아니지만ㅋ 
			
			
			
				
				
				
				",1
"아하 그닥 재미가없어요 
			
			
			
				
				
				
				",1
"그냥뭐쏘쏘재밌없지도있지도 
			
			
			
				
				
				
				",1
"김래원때문에 봣지만 진짜 재미없다 내 9천원ㅋㅋㅋㅋ 
			
			
			
				
				
				
				",1
"보나마다 건달나오고 욕잔뜩하고 담배나피면서 똥폼이나실컷 잡고 하겄지  지겹지않나? 이런거? 
			
			
			
				
				
				
				",1
"이렇게 살지 마라 그리고 최고의 쓰레기는  여전히 건재하다라는 교훈을 주고 싶었던건가요? 감독님이 담으려고 했던 내용에 비해  피가 낭자하고 쓸데없는 섹스신만 남발했던 그저 그런 영화입니다.. 저에게는 요.. 
			
			
			
				
				
				
				",1
"생각보다 별로 .... 아무때나 막벗어^^; 
			
			
			
				
				
				
				",1
"정말 스토리 액션 전부 최악이네요..도끼,칼로 죽이는거 말고 뭐임? 
			
			
			
				
				
				
				",1
"전나 재미없음 ㅡㅡ 걍 재미없음 ㅡㅡ 
			
			
			
				
				
				
				",1
"별로 쓰고 싶지도 않다.... 만난지 별로 안된 여자분이랑 봤는데 이건 뭐 아주 야동 수준임 
			
			
			
				
				
				
				",1
"이것도 영환가  와  도끼로 사람찍고 칼로 손목따고 아저씨 따라하고 강남땅 머 어쩌구저쩌구 한다해서 봣는데 그냥 깡패들 패싸움장면 보여주고 깡패는 이용만 당하고  죽음으로 끝난다는 교훈줄라고 이영화만든건지 감독 실력  마이 떨어졌드라. 
			
			
			
				
				
				
				",1
"별루 별루별루별루별루 
			
			
			
				
				
				
				",1
"기대가 큰만큼 실망도 큰법 
			
			
			
				
				
				
				",1
"유하 감독 수준이  딱 이정도네요 찌르고, 쑤시고 영화에 항상쓰는 소재 더이상의 새로움이 없고 극장가서 봤는데 돈 아까워 죽는줄 ... 
			
			
			
				
				
				
				",1
"여지껏 봤던 느와르 영화 중에서 가장 재미없다.어설픈 두남자의 연기와 오글거리는 멘트들 조폭흉내만내는 듯한 똥폼들. 영화를 본지 열흘이 다돼가는데 아직도 오글거린다. 괜히 스토리 없으니까자극적이고 선정적인 화면만,김래원 이민호 펜심채우기용 영화. 
			
			
			
				
				
				
				",1
"무슨영화인지스토리도없고 
			
			
			
				
				
				
				",1
"평을 남기고 싶지도 않다 
			
			
			
				
				
				
				",1
"김래원 이미지 하락 ㅠ넘 기대했나바요 
			
			
			
				
				
				
				",1
"재미없음 뭔가 이펙트가 부족 성관계씬만 나오고. 영화를보고싶은데. 마지막도 허전하고 
			
			
			
				
				
				
				",1
"별로 추천하고 싶지는 않다. b급 수준 
			
			
			
				
				
				
				",1
"영화를 못 봤어요T.T 
			
			
			
				
				
				
				",1
"신세계 급으로 기대하고 봤더니 노잼이엇네요. 보시려거든 기대하지마시길 
			
			
			
				
				
				
				",1
"기대하고 김래원씨 연기보고 봤는대 재미없네요 
			
			
			
				
				
				
				",1
"베드신과 욕이 섞인 대사가 쓸데없이 많았다 전체적인 전개흐름마저도 실망스러웠다 
			
			
			
				
				
				
				",1
"개망한 영화인데.. 어떻게 평점이 저렇지? 
			
			
			
				
				
				
				",1
"스토리가 지혼자  바쁘고 나는 보다 지쳤고 길지도않은 영화에 다리는 쥐가난다 
			
			
			
				
				
				
				",1
"진짜 별로다..감동도없고~팩트도없고~ 
			
			
			
				
				
				
				",1
"영화보고 처음으로 평점 써봅니다. 유하감독 믿고 봤는데 제가 아는 유하감독 맞나 싶을정도로 ..하.. 보면서 헛웃음만 나고  쩝...  이정도 영화입니다 
			
			
			
				
				
				
				",1
"이건 영화 아님니다.돈 아까워요. 위 알바들... 아오... 진짜... 3류보다못함 
			
			
			
				
				
				
				",1
"돈 주고 보기에는 좀 아까웠네요. 
			
			
			
				
				
				
				",1
"흠..많이아쉬1네요...연출덕으로 
			
			
			
				
				
				
				",1
"솔찍히 근래 보기힘든 졸작이다...ㅡㅡ;; 김래원이 참 아깝다 
			
			
			
				
				
				
				",1
"진심으로 양심이있다면 개봉하지마라 구천원만원이 한두푼도아니고 국민들 우롱하냐 
			
			
			
				
				
				
				",1
"솔찍히기대이하인것같습니다 
			
			
			
				
				
				
				",1
"한국에서만 흥행 할 수 있는 영화지.. 
			
			
			
				
				
				
				",1
"여기는 청불 관람객 20대 부터 평점을 남기는거 아닌가? 왜 10대 (7.32점)들이 평점이 남겨져 있는지 의문이다. 설마 10대들도 봤단말인가? 청소년관람불가를? 
			
			
			
				
				
				
				",1
"부모님 결혼기념일로 이거보고싶으시대서 보여드렸는데 보고오시더니 저희보고 보러가지말라하시더군요. 
			
			
			
				
				
				
				",1
"처음부터 끝까지 잔혹하고 잔혹한 영화 
			
			
			
				
				
				
				",1
"... 돈아깝다  보고 머리아픔.. 
			
			
			
				
				
				
				",1
"못믿겠으면 어디 직접한번 봐보시던지.. 
			
			
			
				
				
				
				",1
"보면서 시간아까웠던 영화 
			
			
			
				
				
				
				",1
"한국 느롸르는 .... 허접하네 
			
			
			
				
				
				
				",1
"소재 스토리 연출  다 올드하고 지루했다. 
			
			
			
				
				
				
				",1
"내용도 없고....감동도 없고...유하감독님..왜 그러셨나요?--;;; 
			
			
			
				
				
				
				",1
"집중이 잘안되는 영화였네요 
			
			
			
				
				
				
				",1
"안본사람들 진짜 많은듯 싶네 배우 연기 좋지 하지만 무슨 3류 스토리도 안된다. 배아파서 화장실 갔다가 빡쳐서 다른 조직으로 가지를 않나 조직에 들어갔더니 그날 보스집에서 칼에 담겨서 미싱쟁이가 되는 보스가 보이지 않나. 그냥 액션 없는 느와르 최악 
			
			
			
				
				
				
				",1
"진짜 별로엿음.막판에 지루해서 언제끝나나시계보고너무 길어요. 좀 줄이지..보다가 내용뻔하고재미없어서 중간에나가고싶다는생각이 든 영화..시간아까웟음. 
			
			
			
				
				
				
				",1
"별반개도 아까운 그저 그런 깡패이야기. 
			
			
			
				
				
				
				",1
"하... 친구랑 영화관가서봤는데 초반에 약간멍때렸더니 인물들 이름도모르겠고 장면장면도 갑자기바뀌고 내용도 하나도 이해안가서 사실 끝나는시간만 기다릴정도로 별로였음 앞으론 기본설명정도는 읽고영화봐야할듯 
			
			
			
				
				
				
				",1
"연기력 좀 키워라 ,,,,ㅉㅉ 
			
			
			
				
				
				
				",1
"사람만 죽이고.... 
			
			
			
				
				
				
				",1
"잔인하고 선정적이면 반은 먹구 들어간다는 생각으로 만든 영화??? 머 이건 스토리두 메세지두 여운두 감동두... 아무것두 없음 
			
			
			
				
				
				
				",1
"알바때문에1점줌..5점이적당 김래원이5점 
			
			
			
				
				
				
				",1
"재미없음 지루해~~요 
			
			
			
				
				
				
				",1
"여자인데 김래원 이민호 잘생김 몸도 좋음 근데 그러거나 말거나 스토리에서 얻을 교훈도 없고 도를 넘는 잔인함과 선정성은 정말 보는사람 눈 찌푸리게 만들더라 쓸데없는 씬도 많고 돈아까웠음 유하 감독 작품 중 최악임 
			
			
			
				
				
				
				",1
"소문난 잔치에 먹을것이 없다더니..딱 그꼴... 
			
			
			
				
				
				
				",1
"보러갈랬는데 평점보니 재미없는듯...?;; 
			
			
			
				
				
				
				",1
"어쨰 한국 깡패 영화는 40년전 영화인 대부시리즈 발끝조차 못따라 갈까.저질... 
			
			
			
				
				
				
				",1
"가장 좋아하는 그룹은 40대 여자에서 신뢰도 0% 
			
			
			
				
				
				
				",1
"차라리 이민호와 김래원이 역할이 바꼈더라면,,,이민호는 장수원보다 연기를 못하는듯하다,,, 
			
			
			
				
				
				
				",1
"너무잔인하고 내용이탄탄하지않음 
			
			
			
				
				
				
				",1
"믿고보는 김래원인데...이민호때문에 볼까말까 망설이다가 설현보고 포기했다...ㄷㄷㄷ 
			
			
			
				
				
				
				",1
"또  깡패영화임??  왜 안나오나했음 
			
			
			
				
				
				
				",1
"영화보러갈때 택시타구갓는데 택시안이더재밌었습니다 
			
			
			
				
				
				
				",1
"싸우고 피터지고 도끼질만 하다 끝나네요. 주연배우보고 봤는데 배우들이 안깝네요. 
			
			
			
				
				
				
				",1
"평점이다10저인데 왜 천만돌파를 못하죠?? 
			
			
			
				
				
				
				",1
"이건 뭐지?  뜬금없는  스토리,   쓸데없는 베드신  걍 재미없다고  할깨. 
			
			
			
				
				
				
				",1
"쓸데없는베드신 개노잼... 개지루해 
			
			
			
				
				
				
				",1
"0점 줄라다가 떡씬 3번나와서 각 1점씩 쳐줌 
			
			
			
				
				
				
				",1
"엄마 혹은 남자 둘이서 같이 보면 안되는 영화 
			
			
			
				
				
				
				",1
"섹스랑 담배는 졸라 맛있게 하더라 
			
			
			
				
				
				
				",1
"근래 10년동안 본영화중 최고의 쓰레기영화.. 마치 유하감독의 머리속 미로를 탐험하는 기분.  양념만 뿌려대다 음식물쓰레기되 버린꼴.  화려한 액션이 보고싶으면 스트리트파이터 게임 INSERT C OIN 때 나오는 영상보는게 가성비 훌륭할듯 쓰레기. 
			
			
			
				
				
				
				",1
"1점 주기도 아깝네요;; 평점 알바 어떻게 하면 합니까? 나도 앉아서 손쉽게 돈좀 만져봅시다;; 
			
			
			
				
				
				
				",1
"흐미...지루하고...또지루하고....기대없이봤는데도...ㅋㅋ 
			
			
			
				
				
				
				",1
"7광구 이후에 엄청난 충격!  스크린앞으로 뛰쳐나가 욕을 퍼붇고 싶었음 
			
			
			
				
				
				
				",1
"충격적이었다. 국어책 읽는 연기.... 
			
			
			
				
				
				
				",1
"중후반부터 졸려서 잠들었는데 전혀 후회되지 않았던 영화 
			
			
			
				
				
				
				",1
"그저그런영화이였던거가타요! 배우들 연기는 좋았지만내용이 좀 아닌듯....그냥 컴퓨터로 다운받아서 볼껄그랬어여ㅜㅜ 
			
			
			
				
				
				
				",1
"쓸데없이길고 지나치게 잔인한영화. 이민호 안어울린다 이런영화는 한번으로 끝내시길 
			
			
			
				
				
				
				",1
